Text,Text-MM,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_MM_Cleaned
,အချစ်ဦး တဲ့ ဗျာ နမည်လေးကလည်း လှ မြေးဦးရတာတောင် မမေ့ဘူး,Negative,2025-06-21T11:12:17Z,@WaNaPhyo-x8o,YouTube,,0.0,0.0,Myanmar,2025,6,21,11.0,negative
,ကိုယ်တွေလဲအဲ့ဒီဘဝကိုရောက်နေတယ် ဘယ်လိုရှေ့ဆက်ရမလဲမသိတော့ဘူး,Negative,2025-06-21T08:19:09Z,@TunNayLa-f7k,YouTube,,0.0,0.0,Myanmar,2025,6,21,8.0,negative
,တကယ့်ရှင်ကွဲဟာ ငရဲလိုပါ,Neutral,2025-06-14T07:12:45Z,@meengal-l6b,YouTube,,0.0,0.0,Myanmar,2025,6,14,7.0,neutral
,အမှတ်တရ လေးတေအတွက် တကယ်ကျေးဇူးတင်မိပါတယ် KY ရေ မချစ်သင့်တော့လို့ လမ်းခွဲကြရပေမဲ့ အမုန်းတေ လည်းမရှိတဲ့အတွက် တကယ်ကျေနပ်မိပါတယ် နောက်ဆ်ု နင်လည်း နင့်ချစ်သူနဲ့ငါလ​ည်းငါ့ချစ်သူနဲ့ ခဏတာ ရေစက်လို့ပဲသဘောထားလိုက်ပါတယ်နော်,Negative,2025-06-14T07:12:05Z,@meengal-l6b,YouTube,,0.0,0.0,Myanmar,2025,6,14,7.0,negative
,ကိုယ့်ရဲ့စကားလေးတစ်ခွန်းကြောင့်ဝေးခဲ့ရတယ် နောင်တတွေလဲရနေပါပီ မင်းကိုအဲ့လိုမပြောခဲ့သင့်ဘူး ငါ့ကိုဘာလို့နည်းနည်းလေးတောင်ဆွဲမထားရတာလဲအချစ်ရယ်,Negative,2025-06-12T08:39:00Z,@yaungni_19,YouTube,,0.0,0.0,Myanmar,2025,6,12,8.0,negative
,ကိုယ်ချစ်တဲ့သူကိုဘယ်သူနေနေပိုင်ဆိုင်ချင်တာပေါ့ ကိုယ့်ဘက်ကချစ်နေလို့မှမပီသေးတာသူ့ဘက်ကလဲလိုလိုလားလားရှိမှဖြစ်မှာလေ,Negative,2025-06-05T16:35:40Z,@NayHtetWin-o6i,YouTube,,0.0,2.0,Myanmar,2025,6,5,16.0,negative
,မင်းကဆရာကြီးလား,Negative,2025-06-11T15:24:27Z,@thantzinoo1990,YouTube,,0.0,0.0,Myanmar,2025,6,11,15.0,negative
,ငါ့ကို မာနထားတယ်ပြောပီးသူက စကားစမပြောဘူးတဲ့ နေနိုင်လိုက်တာရှင်ရယ်,Neutral,2025-05-30T15:54:56Z,@thannaingsoesoe5990,YouTube,,0.0,0.0,Myanmar,2025,5,30,15.0,neutral
,၆နှစ်တာသံယောဇဉ်လေးသူတကယ်နေနိုင်နေတာလား ကိုယ်ကလွမ်းနေငိုနေရပေမဲ့,Negative,2025-05-29T02:02:46Z,@ThuraAung-bs8rf,YouTube,,0.0,0.0,Myanmar,2025,5,29,2.0,negative
,တိုက်ဆိုင်နေမိတယ်,Neutral,2025-05-23T01:49:07Z,@ThiriZaw-r8d,YouTube,,0.0,0.0,Myanmar,2025,5,23,1.0,neutral
,ဟူးးး,Neutral,2025-05-22T19:47:26Z,@KhingLay-p9y,YouTube,,0.0,0.0,Myanmar,2025,5,22,19.0,neutral
,ငါးလပဲတွဲပြီးခုထိတစ်နှစ်ကျော်ပြီးမုအွန်လို့မရသေးဘူး အချစ်ဖြစ်နေတာပိုခက်နောက်လည်းရဦးမှာမဟုတ်ဘူးမေ့လို့ပြန်လာပေးပါကွာ မင်ယအပေါ်ငါ့လောက်ဘယ်မှမချစ်နိုင်ဘူးမင်းနာကြင်နေမှာလည်းမမြင်ရပ်ဘူးငါပျော်အောင်ထားပေးတယ်လေ ဘာလို့မလုံလောက်နိုင်ရတာလဲဟင်,Negative,2025-05-19T15:46:19Z,@PyaePhooSan-c1p,YouTube,,0.0,2.0,Myanmar,2025,5,19,15.0,negative
,၈နစ်သာသံရောစဥ်ကိုသူဘယ်လိုမေ့ပဲ မသိဘူးဗျာ,Neutral,2025-06-27T06:20:19Z,@TinmoeAung1992,YouTube,,0.0,1.0,Myanmar,2025,6,27,6.0,neutral
,ငါ့မှာတော့မထိရက်မကိုင်ရက်နဲ့ သူမပါးရိုက်တာတောင်မှဘားမှပြန်မလုပ်ရက်တဲ့ကောင်ကိုထားခဲ့ပြီပေါ့,Negative,2025-05-18T05:52:20Z,@KoMyo-l5l,YouTube,,0.0,0.0,Myanmar,2025,5,18,5.0,negative
,မာနတေ ထားတုန်းကထားပီးတော့ အခုမှလွမ်းနေပီလား,Negative,2025-05-18T04:00:22Z,@zayartun7353,YouTube,,0.0,0.0,Myanmar,2025,5,18,4.0,negative
,2025လည်းနားထောင်နေစဲပါပဲ,Negative,2025-05-17T06:47:15Z,@monlay-c8q7v,YouTube,,0.0,2.0,Myanmar,2025,5,17,6.0,negative
,commentတေဖတ်ရတာစိတ်မကောင်းဘူးဗျာ,Neutral,2025-05-16T12:12:44Z,@Nano-Hydra9742,YouTube,,0.0,0.0,Myanmar,2025,5,16,12.0,neutral
,မိုက်နေရော,Neutral,2025-05-12T10:45:47Z,@JuJu-w4m,YouTube,,0.0,0.0,Myanmar,2025,5,12,10.0,neutral
,ကိုကိုနဲ့ထပ်တွေ့ဖြစ်ခဲ့မယ်ဆိုမေးချင်မိတယ် အဲ့မိန်းကလေးကိုသဲထက်ပိုချစ်တာလားဟင် ပီးတော့ ကိုကိုသဲကိုချစ်ခဲ့တယ်ဆိုတာယုံတယ် ဒါမဲ့ ဘာလို့ဆက်မချစ်တော့တာလဲဟင် အဲ့မိန်းကလေးနဲ့နေရတာကိုတကယ်ဘဲပျော်နေရဲ့လား ကိုကိုရဲ့အရွဲ့တိုက်တတ်တဲ့အကျင့်ကိုရော သူကသည်းခံပေးရဲ့လားကိုကို ကိုကိုပျော်မယ်ထင်လို့ရင်ကွဲခံပြီးလက်လွှတ်ပေးလိုက်တာပါ မပျော်ရင်ပြန်လာခဲ့နော်,Negative,2025-05-08T16:49:46Z,@pLmamyars,YouTube,,0.0,0.0,Myanmar,2025,5,8,16.0,negative
,သူထထဆိုရင် ဘာအဓိပ္ပာယ်မှန်းမသိလို့ မကြိုက်ဘူမဆိုနဲ့ဆိုပြီးတားလာခဲ့တာ အခုတော့ loop နဲ့ မျက်ရည်သွန်,Negative,2025-05-06T19:45:28Z,@thihajune25th18,YouTube,,0.0,0.0,Myanmar,2025,5,6,19.0,negative
,ရင်တေလဲကွဲရပါတယါ,Neutral,2025-05-04T12:40:18Z,@HeinHtet-sr8gh,YouTube,,0.0,0.0,Myanmar,2025,5,4,12.0,neutral
,ကိုတေအမကဒီသီခငေ်ဖွင့်ပေးလိုက်တာငိုရော,Neutral,2025-05-02T13:53:39Z,@yinminminaung2496,YouTube,,0.0,0.0,Myanmar,2025,5,2,13.0,neutral
,၆နှစ်တာသံယောဇဥ်ကိုမှမထောက်နေနိုင်တဲ့လူကြီးကိုလွမ်းတယ်,Neutral,2025-04-30T02:30:59Z,@HuaweiNova-yg9wt,YouTube,,0.0,0.0,Myanmar,2025,4,30,2.0,neutral
,သူကကိုယ့်ကိုချစ်နေတုန်းတန်ဖိုးမထားမိတာနောင်တရမိပါတယ်,Neutral,2025-04-25T09:22:58Z,@MayKo-b4q,YouTube,,0.0,0.0,Myanmar,2025,4,25,9.0,neutral
,သူ့မိဘတေသာငါ့မိဘတေကိုဖုန်းဆက်ပြီးအကျိုးအကြောင်းပြောပြခဲ့ရင် ငါတို့ဝေးခဲ့မှာမဟုဘူး ခန့်ဌေးဦး,Negative,2025-04-21T01:02:54Z,@sophie-c2u9t,YouTube,,0.0,0.0,Myanmar,2025,4,21,1.0,negative
,ပအွအ,Neutral,2025-04-20T03:01:43Z,@RoyalBritish-j7d,YouTube,,0.0,0.0,Myanmar,2025,4,20,3.0,neutral
,တိုက်ဆိုင်ပေမယ်.သူ့ဘက်ကနေနိုင်ရင်ကိုဘက်ကအေဆေးဆိုတာကျွန်တော့အကျင့်,Negative,2025-04-18T05:31:49Z,@LynnLynn-k8g,YouTube,,0.0,0.0,Myanmar,2025,4,18,5.0,negative
,မင်းက အခြေခံ လူတန်းစား ဆို အချစ်ကို မေ့ ထားလိုက်တာ ဒီခေတ်မှာ အကောင်းဆုံးပါပဲ,Negative,2025-04-16T15:08:13Z,@kyawthetoo4610,YouTube,,0.0,0.0,Myanmar,2025,4,16,15.0,negative
,အခုချိန်ဆိုရင် ၃နှစ်ကျော်ပြီ သူဘယ်တွေရောက်နေလဲ ဆိုတာတောင် မသိတော့ဘူး,Negative,2025-04-14T04:32:40Z,@zawlin1846,YouTube,,0.0,0.0,Myanmar,2025,4,14,4.0,negative
,ခုကြိုက်နေတယ် ရှင်ကွဲ/သူိူမ်းး ခဏခဏနားထောင်တယ်,Neutral,2025-04-13T14:29:14Z,@minminko-z2t,YouTube,,0.0,0.0,Myanmar,2025,4,13,14.0,neutral
,ရှင်လျှက်နဲ့ ကွဲတဲ့ဘ၀တွေ,Neutral,2025-04-10T14:05:19Z,@AyeMyatMon-q2w,YouTube,,0.0,0.0,Myanmar,2025,4,10,14.0,neutral
,ရှင်ကွဲနားထောင်ပြီး ရင်ကွဲရပါတယ်,Neutral,2025-04-09T06:17:44Z,@WinTun-o1h,YouTube,,0.0,0.0,Myanmar,2025,4,9,6.0,neutral
,မနှောက်ယှက်ခြင်းဖြင့်ကို့မှာ မင်းလည်းပျော်အောင်နေပါကွာ တကယ်တော့ကိုက မှားခဲ့တာပါ,Negative,2025-04-04T15:28:47Z,@aungkyawmyo7671,YouTube,,0.0,0.0,Myanmar,2025,4,4,15.0,negative
,တိုက်ဆိုင်မှုတွေလွန်ခဲတဲ့ ငါးနှစ်လောက်အဖစ်လေးနဲ့တူတယ်,Neutral,2025-04-03T08:38:12Z,@EiChoSin-w2q,YouTube,,0.0,0.0,Myanmar,2025,4,3,8.0,neutral
,သံယောဇဉ်ကရှိနေတုန်းဖဲ ဒီဘဝဒီမျှနဲ့ကံပါလာတာမို့ နောင်ဘဝတွေများရှိခဲ့ရင် ပြန်ဆုံခွင့်လေးလိုချင်မိတယ်စိုင်းထက်အောင်ရယ် ဒီလိုပြောမိတော့ ဘေးကအမျိုးသားလေးကိုလဲအားနာမိပြန်တယ်,Negative,2025-04-01T13:23:10Z,@SamsungA03-gf3bn,YouTube,,0.0,0.0,Myanmar,2025,4,1,13.0,negative
,ခံစားချက်တော့မရှိဘူးသီချင်းကတော့ရင်ထဲရှတယ်ကျေးဇူးဗျ,Neutral,2025-03-31T14:56:57Z,@AungAung-x8d9e,YouTube,,0.0,0.0,Myanmar,2025,3,31,14.0,neutral
,7နှစ်တာသံယောဇဥ်ကို ဘယ်အရာနဲ့များဖြတ်တောက်ပစ်ရက်နိုင်တာလဲအချစ်ရယ် မိုးလင်းပေါက်ထိစဥ်းစားခဲ့တာ တကယ်နေနိုင်ခဲ့တာလား မနှောင့်ယှက်ခြင်းဖြင့် ကိုယ်အဝေးကနေ သတိရနေတာပါ ဘယ်အရာတွေကမှားခဲ့တာလည်း ခုထိစဥ်းစားမရခဲ့တာအမှန်ပါစာသားတွေက ရှင်ကွဲ ကွဲခဲ့တဲ့ တို့နှစ်ယောက်အတွက်များလားကွယ်,Negative,2025-03-30T13:57:11Z,@HtetHtet-r8h,YouTube,,0.0,1.0,Myanmar,2025,3,30,13.0,negative
,အတူတူပါပဲဗျာ ကျနော်လဲ 4နှစ်နဲ့9လကျော်တွဲပြီးမှ ဘာကြောင့်မှန်းမသိ သူမက ကျနော့်ကို ထားခဲ့တယ်ဗျာ,Negative,2025-11-21T23:03:57Z,@OoOoShineHtet-g6d,YouTube,,0.0,0.0,Myanmar,2025,11,21,23.0,negative
,၈တန်းနှစ်က အချစ်ဦးကိုတောင်သတိရမိ ကံမကုန်ရင်ပြန်ဆုံချင်ပါသေးရဲ့,Neutral,2025-03-30T13:46:57Z,@HtetHtet-r8h,YouTube,,0.0,0.0,Myanmar,2025,3,30,13.0,neutral
,မကောင်းလိုက်တာ ဗျာ ရင်ထဲကို လွမ်းတယ်ဗျာ သကြန် နားနီးလေ လွမ်းလေဘဲ,Negative,2025-03-26T18:08:27Z,@YadaNarThwin-be2uk,YouTube,,0.0,0.0,Myanmar,2025,3,26,18.0,negative
,"ကိုကို့ကို မေးကြည့်ချင်တာကလေ ကိုကိုပျော်နေရဲ့လားပေါ့ ဘေဘီ့ကိုထားခဲ့တာ ကိုကိုနိုင်ပါတယ် သိလား ဒီကလေးမအသဲကွဲသွားတာပေါ့ ကိုကိုပြောဖူးတဲ့ စကားတွေ ကိုကို့အသံလေးတွေ အရမ်းလွမ်းတာပဲ သိလား ကိုကို့အတွက်က ခနတာ နားခိုခြင်းဆိုပယ်မယ့် ဒီခလေးမကတော့ နှံလုံးသားတစ်ခုလုံးနဲ့ ရင်းနှီးခဲ့ရတာပဲ ကိုကိုရေ မေးကြည့်ချင်တယ် ဘာလို့မချစ်တော့တာလဲ ဘာလို့အကြောင်းပြချက်မရှိ ဘာတစ်ခုမှမပြောပဲ အဆက်အသွယ်ဖြတ်သွားတာလဲလို့ နေ့တိုင်းသတိတွေရ နေ့တိုင်းပြိုလဲနေလည်း စာမပို့ ဖုန်းမခေါ်မိအောင်နေတယ် ဘေဘီနှလုံးသားကိုပဲ လောင်ကျွန်းခံလိုက်မယ် ဘေဘီ့ မာနက ခွင့်မပြုဘူးသိလား ကိုကိုရေ ကံကြမ္မာကြောင့်လား ကိုကိုမချစ်တော့တာ‌ကြောင့်များလားလည်း မသိချင်တော့ပါဘူး ကိုကိုမချစ်တော့တာဆိုရင် ဒီကအသဲကနှစ်ခါကွဲအုံးမယ် ဘေဘီလေ ကိုကို့ကိုဘယ်လောက်လွမ်းကြောင်း အရမ်းပြောပြချင်တာပဲ ကိုကိုရေ ကိုကိုတစ်ကယ်သတိမရတာလား တစ်ကယ်မေ့ပြတ်လိုက်ပီလားဟင် အသဲကွဲသီချင်းကြားလည်း လွမ်းတယ် ဘဝမှာအဆင်မပြေမှုတွေကြုံရလည်း အရမ်းလွမ်းတယ် လွမ်းလို့သေတဲ့ မသာရှိရင်လေ ဘေဘီအရင်ဆုံးသေတယ်သိလား ဘေဘီလေ စိတ်တေကိုလွှတ်ချလိုက်ပယ်မယ့်လေ ကိုကို့ကို မလွမ်းပဲမနေနိုင်ဘူး ကိုကိုရာ အရာ""ဟာ အကြောင်းရှိလို့ဖြစ်လာတာတေကြီးပါပဲ ဘဝမှာကိုကိုနဲ့ဆုံခဲ့ရတဲ့ အတိတ် ကိုကိုနဲ့အတူဖြတ်သန်းခဲ့တဲ့နေ့တွေကို ဘေဘီဒီတစ်စက်မေ့လို့ရမယ် မထင်ပါဘူး ကိုကိုရာ ရေစက်တွေရှိသေးရင် ဘေဘီတို့ထပ်တွေ့ကြရအုံးမှာပါ အရာ""ဟာ ကံပါသလောက်ပါပဲ ကိုကိုရာ တစ်နေ့ ဘေဘီတို့ ထပ်ဆုံကြရင် အရမ်းကလေးဆန်ပီး အရမ်းချွဲတတ်တဲ့ ဒီရခိုင်မလေးကို ကိုကို မှတ်မိအုံးမယ် ထင်ပါတယ် ကိုကို့ဘဝလေး အေးချမ်းပျော်ရွှင်ပါစေလို့ ဘေဘီ တောင်းဆုပြုပါတယ် ကိုဇင်မင်းထက်ရေ",Negative,2025-03-25T16:08:41Z,@Hamada321-c5i,YouTube,,0.0,2.0,Myanmar,2025,3,25,16.0,negative
